Code,GMPE,Year,TectonicRegion,RequiresDistances,RequiresRupture,RequiresSites,DefinedForIMTs,DefinedForStdDevs,Shortcut,Description
EdwardsFah2013Alpine60Bars,EdwardsFah2013Alpine60Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Alpine60Bars,This class extends :class:`EdwardsFah2013Alpine10Bars` and implements the 60Bars Model :class:`EdwardsFah2013Alpine60Bars`
EdwardsFah2013Alpine75Bars,EdwardsFah2013Alpine75Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Alpine75Bars,This class extends :class:`EdwardsFah2013Alpine10Bars` and implements the 75Bars Model :class:`EdwardsFah2013Alpine75Bars`
EdwardsFah2013Alpine90Bars,EdwardsFah2013Alpine90Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Alpine90Bars,This class extends :class:`EdwardsFah2013Alpine10Bars` and implements the 90Bars Model :class:`EdwardsFah2013Alpine90Bars`
EdwardsFah2013Foreland10Bars,EdwardsFah2013Foreland10Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Foreland10Bars,"This function implements the GMPE developed by Ben Edwards and Donath Fah and published as ""A Stochastic Ground-Motion Model for Switzerland"" Bulletin of the Seismological Society of America, Vol. 103, No. 1, pp. 78–98, February 2013. The GMPE was parametrized by Carlo Cauzzi to be implemented in OpenQuake. This class implements the equations for 'Foreland - two tectonic regionalizations defined for the Switzerland - therefore this GMPE is region specific""."
EdwardsFah2013Foreland120Bars,EdwardsFah2013Foreland120Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Foreland120Bars,This class extends :class:`EdwardsFah2013Foreland10Bars` and implements the 120Bars Model :class:`EdwardsFah2013Foreland120Bars`
EdwardsFah2013Foreland20Bars,EdwardsFah2013Foreland20Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Foreland20Bars,This class extends :class:`EdwardsFah2013Foreland10Bars` and implements the 20Bars Model :class:`EdwardsFah2013Foreland20Bars`
EdwardsFah2013Foreland30Bars,EdwardsFah2013Foreland30Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Foreland30Bars,This class extends :class:`EdwardsFah2013Foreland10Bars` and implements the 30Bars Model :class:`EdwardsFah2013Foreland30Bars`
EdwardsFah2013Foreland50Bars,EdwardsFah2013Foreland50Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Foreland50Bars,This class extends :class:`EdwardsFah2013Foreland10Bars` and implements the 50Bars Model :class:`EdwardsFah2013Foreland50Bars`
EdwardsFah2013Foreland60Bars,EdwardsFah2013Foreland60Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Foreland60Bars,This class extends :class:`EdwardsFah2013Foreland10Bars` and implements the 60Bars Model :class:`EdwardsFah2013Foreland60Bars`
EdwardsFah2013Foreland75Bars,EdwardsFah2013Foreland75Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Foreland75Bars,This class extends :class:`EdwardsFah2013Foreland10Bars` and implements the 75Bars Model :class:`EdwardsFah2013Foreland75Bars`
EdwardsFah2013Foreland90Bars,EdwardsFah2013Foreland90Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Foreland90Bars,This class extends :class:`EdwardsFah2013Foreland10Bars` and implements the 90Bars Model :class:`EdwardsFah2013Foreland90Bars`
Eurocode8Amplification,Eurocode8Amplification,0,—,,,,,,,
Eurocode8AmplificationDefault,Eurocode8AmplificationDefault,0,—,,,,,,,
ExampleA2021,ExampleA2021,2021,Stable Shallow Crust,rjb,mag,,PGA SA,Total,EA2021,Mimic ToroEtAl2002
FaccioliCauzzi2006,FaccioliCauzzi2006,2006,Active Shallow Crust,repi,mag,,MMI,Total,FC2006,"Implements ""Macroseismic Intensities for seismic scenarios estimated from instrumentally based correlations"" by E. Faccioli and C. Cauzzi First European Conference on Earthquake Engineering and Seismology Geneva, Switzerland, 3-8 September 2006 Paper Number: 569"
FaccioliEtAl2010,FaccioliEtAl2010,2010,Active Shallow Crust,rrup,mag rake,vs30,PGA SA,Total,Fa2010,"Implements GMPE developed by Ezio Faccioli, Aldo Bianchini and Manuela Villani and published as ""New ground motion prediction equations for T>1 s and their influence on seismic hazard assessment"" (Proceedings of the University of Tokyo Symposium on Long-Period Ground Motion and Urban Disaster Mitigation, March 17-18, 2010). This class implements the prediction equations for horizontal peak ground acceleration, and 5%-damped spectral acceleration - equation 2 page 2, plus site and faulting style terms (equations 3 and 5, page 3). Spectral acceleration (SA) values are obtained from displacement response spectrum  (DSR) values (as provided by the original equations) using the following formula::"
Frankel2015NGAEast,Frankel2015NGAEast,2015,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Inter event Intra event Total,F2015NGAEast,
Frankel2015NGAEastTotalSigma,Frankel2015NGAEastTotalSigma,2015,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,F2015NGAEastTotalSigma,
FrankelEtAl1996MblgAB1987NSHMP2008,FrankelEtAl1996MblgAB1987NSHMP2008,1996,Stable Shallow Crust,rhypo,mag,,PGA SA,Total,Fr1996MblgAB1987NSHMP2008,"Implements GMPE developed by Arthur Frankel et al. and documented in ""National Seismic-Hazard Maps: Documentation June 1996"" (USGS - Open File Report 96-532) available at: http://earthquake.usgs.gov/hazards/products/conterminous/1996/documentation/ofr96-532.pdf"
FrankelEtAl1996MblgJ1996NSHMP2008,FrankelEtAl1996MblgJ1996NSHMP2008,1996,Stable Shallow Crust,rhypo,mag,,PGA SA,Total,Fr1996MblgJ1996NSHMP2008,Extend :class:`FrankelEtAl1996MblgAB1987NSHMP2008` but uses Johnston 1996 equation for converting from Mblg to Mw.
FrankelEtAl1996MwNSHMP2008,FrankelEtAl1996MwNSHMP2008,1996,Stable Shallow Crust,rhypo,mag,,PGA SA,Total,Fr1996MwNSHMP2008,Extend :class:`FrankelEtAl1996MblgAB1987NSHMP2008` but assumes magnitude to be in Mw scale and therefore no conversion is applied.
FukushimaTanaka1990,FukushimaTanaka1990,1990,Active Shallow Crust,rrup,mag,,PGA,Total,FT1990,"Implements the PGA GMPE of Fukushima and Tanaka (1990) Fukushima, Y. and Tanaka, T. (1990) A New Attenuation Relation for Peak Horizontal Acceleration of Strong Earthquake Ground Motion in Japan. Bulletin of the Seismological Society of America, 80(4), 757 - 783"
FukushimaTanakaSite1990,FukushimaTanakaSite1990,1990,Active Shallow Crust,rrup,mag,vs30,PGA,Total,FTS1990,"Implements the Fukushima and Tanaka (1990) model correcting for site class. The authors specify that the ground motions should be raised by 40 % on soft soil sites and reduced by 40 % on rock sites. The specific site classification is not known, so it is assumed that in this context ""average"" site conditions refer to NEHRP C, rock conditions to NEHRP A and B, and soft soil conditions to NEHRP D and E"
GMPETable,GMPETable,0,—,,,,,,,
GarciaEtAl2005SSlab,GarciaEtAl2005SSlab,2005,Subduction IntraSlab,rhypo rrup,hypo_depth mag,vs30,PGA PGV SA,Inter event Intra event Total,Ga2005SSlab,"Implements GMPE developed by Garcia, D., Singh, S. K., Harraiz, M, Ordaz, M., and Pacheco, J. F. and published in BSSA as:"
GarciaEtAl2005SSlabVert,GarciaEtAl2005SSlabVert,2005,Subduction IntraSlab,rhypo rrup,hypo_depth mag,vs30,PGA PGV SA,Inter event Intra event Total,Ga2005SSlabVert,Extend :class:`GarciaEtAl2005SSlab`
GenericGmpeAvgSA,GenericGmpeAvgSA,0,—,,,,,,,
Geomatrix1993SSlabNSHMP2008,Geomatrix1993SSlabNSHMP2008,1993,Subduction IntraSlab,rrup,mag ztor,,PGA SA,Total,G1993SSlabNSHMP2008,"Implements GMPE for subduction intraslab events developed by Geomatrix Consultants, Inc., 1993, ""Seismic margin earthquake for the Trojan site: Final unpublished report prepared for Portland General Electric Trojan Nuclear Plant"", Ranier, Oregon."
GhasemiEtAl2009,GhasemiEtAl2009,2009,Active Shallow Crust,rrup,mag,vs30,PGA SA,Total,Gh2009,"Implements the PGA GMPE of H.Ghasemi, M.Zare, Y,Fukushima, K.Koketsu (2009a) An empirical spectral ground-motion model for Iran, J Seismol, 13:499-515, DOI 10.1007/s10950-008-9143-x."
GhofraniAtkinson2014,GhofraniAtkinson2014,2014,Subduction Interface,rrup,mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,GA2014,"Implements the Subduction Interface GMPE of Ghofrani & Atkinson (2014) for large magnitude earthquakes, based on the Tohoku records. Ghofrani, H. and Atkinson, G. M. (2014) Ground Motion Prediction Equations for Interface Earthquakes of M7 to M9 based on Empirical Data from Japan. Bulletin of Earthquake Engineering, 12, 549 - 571"
GhofraniAtkinson2014Cascadia,GhofraniAtkinson2014Cascadia,2014,Subduction Interface,rrup,mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,GA2014Cascadia,Implements the Subduction Interface GMPE of Ghofrani & Atkinson (2014) adapted for application to Cascadia
GhofraniAtkinson2014CascadiaLower,GhofraniAtkinson2014CascadiaLower,2014,Subduction Interface,rrup,mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,GA2014CascadiaLower,"Implements the Subduction Interface GMPE of Ghofrani & Atkinson (2014) with the ""lower"" epistemic uncertainty model and the Cascadia correction term."
GhofraniAtkinson2014CascadiaUpper,GhofraniAtkinson2014CascadiaUpper,2014,Subduction Interface,rrup,mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,GA2014CascadiaUpper,"Implements the Subduction Interface GMPE of Ghofrani & Atkinson (2014) with the ""upper"" epistemic uncertainty model and the Cascadia correction term."
GhofraniAtkinson2014Lower,GhofraniAtkinson2014Lower,2014,Subduction Interface,rrup,mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,GA2014Lower,"Implements the Subduction Interface GMPE of Ghofrani & Atkinson (2014) with the ""lower"" epistemic uncertainty model"
GhofraniAtkinson2014Upper,GhofraniAtkinson2014Upper,2014,Subduction Interface,rrup,mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,GA2014Upper,"Implements the Subduction Interface GMPE of Ghofrani & Atkinson (2014) with the ""upper"" epistemic uncertainty model"
GmpeIndirectAvgSA,GmpeIndirectAvgSA,0,—,,,,,,,
Graizer2015NGAEast,Graizer2015NGAEast,2015,Active Shallow Crust,rrup,mag,vs30,SA,Inter event Intra event Total,G2015NGAEast,
Graizer2015NGAEastTotalSigma,Graizer2015NGAEastTotalSigma,2015,Active Shallow Crust,rrup,mag,vs30,SA,Total,G2015NGAEastTotalSigma,
GulerceAbrahamson2011,GulerceAbrahamson2011,0,—,,,,,,,
GulerceEtAl2017,GulerceEtAl2017,2017,Active Shallow Crust,rjb rrup rx ry0,dip mag rake width ztor,vs30,SA,Inter event Intra event Total,Gu2017,Implements the GKAS16 GMPE by Gulerce et al. (2017) for vertical-component ground motions from the PEER NGA-West2 Project.
GulerceEtAl2017RegCHN,GulerceEtAl2017RegCHN,2017,Active Shallow Crust,rjb rrup rx ry0,dip mag rake width ztor,vs30,SA,Inter event Intra event Total,Gu2017RegCHN,Implements the GKAS16 GMPE by Gulerce et al. (2017) for vertical-component ground motions from the PEER NGA-West2 Project.
GulerceEtAl2017RegITA,GulerceEtAl2017RegITA,2017,Active Shallow Crust,rjb rrup rx ry0,dip mag rake width ztor,vs30,SA,Inter event Intra event Total,Gu2017RegITA,Implements the GKAS16 GMPE by Gulerce et al. (2017) for vertical-component ground motions from the PEER NGA-West2 Project.
GulerceEtAl2017RegJPN,GulerceEtAl2017RegJPN,2017,Active Shallow Crust,rjb rrup rx ry0,dip mag rake width ztor,vs30,SA,Inter event Intra event Total,Gu2017RegJPN,Implements the GKAS16 GMPE by Gulerce et al. (2017) for vertical-component ground motions from the PEER NGA-West2 Project.
GulerceEtAl2017RegMID,GulerceEtAl2017RegMID,2017,Active Shallow Crust,rjb rrup rx ry0,dip mag rake width ztor,vs30,SA,Inter event Intra event Total,Gu2017RegMID,Implements the GKAS16 GMPE by Gulerce et al. (2017) for vertical-component ground motions from the PEER NGA-West2 Project.
GulerceEtAl2017RegTWN,GulerceEtAl2017RegTWN,2017,Active Shallow Crust,rjb rrup rx ry0,dip mag rake width ztor,vs30,SA,Inter event Intra event Total,Gu2017RegTWN,Implements the GKAS16 GMPE by Gulerce et al. (2017) for vertical-component ground motions from the PEER NGA-West2 Project.
Gupta2010SSlab,Gupta2010SSlab,2010,Subduction IntraSlab,rrup,hypo_depth mag,vs30,PGA SA,Total,G2010SSlab,Implements GMPE of Gupta (2010) for Indo-Burmese intraslab subduction.
HassaniAtkinson2015NGAEast,HassaniAtkinson2015NGAEast,2015,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Inter event Intra event Total,HA2015NGAEast,
HassaniAtkinson2015NGAEastTotalSigma,HassaniAtkinson2015NGAEastTotalSigma,2015,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,HA2015NGAEastTotalSigma,
HassaniAtkinson2018,HassaniAtkinson2018,0,—,,,,,,,
HassaniAtkinson2020Asc,HassaniAtkinson2020Asc,2020,Active Shallow Crust,rrup,hypo_depth mag,f0 vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,HA2020Asc,Hassani Atkinson (2020) for Crustal.
HassaniAtkinson2020SInter,HassaniAtkinson2020SInter,2020,Subduction Interface,rrup,hypo_depth mag,f0 vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,HA2020SInter,Hassani Atkinson (2020) for Subduction Interface.
HassaniAtkinson2020SSlab,HassaniAtkinson2020SSlab,2020,Subduction IntraSlab,rrup,hypo_depth mag,f0 vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,HA2020SSlab,Hassani Atkinson (2020) for Subduction IntraSlab.
HollenbackEtAl2015NGAEastEX,HollenbackEtAl2015NGAEastEX,2015,Active Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,Ho2015NGAEastEX,
HollenbackEtAl2015NGAEastEXTotalSigma,HollenbackEtAl2015NGAEastEXTotalSigma,2015,Active Shallow Crust,rrup,mag,vs30,PGA SA,Total,Ho2015NGAEastEXTotalSigma,
HollenbackEtAl2015NGAEastGP,HollenbackEtAl2015NGAEastGP,2015,Active Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,Ho2015NGAEastGP,
HollenbackEtAl2015NGAEastGPTotalSigma,HollenbackEtAl2015NGAEastGPTotalSigma,2015,Active Shallow Crust,rrup,mag,vs30,PGA SA,Total,Ho2015NGAEastGPTotalSigma,
HongGoda2007,HongGoda2007,2007,Active Shallow Crust,rjb,mag,vs30,PGA PGV SA,Inter event Intra event Total,HG2007,"Implements GMPE developed for RotD100 ground motion as defined by Hong, H. P. and Goda, K. (2007), ""Orientation-Dependent Ground Motion Measure for Seismic Hazard Assessment"", Bull. Seism. Soc. Am. 97(5), 1525 - 1538"
IdiniEtAl2017SInter,IdiniEtAl2017SInter,2017,Subduction Interface,rhypo rrup,mag,soiltype vs30,PGA SA,Inter event Intra event Total,Id2017SInter,"Implements the GMPE developed by Idini et al. (2017) for subduction interface earthquakes, publised as:"
IdiniEtAl2017SSlab,IdiniEtAl2017SSlab,2017,Subduction IntraSlab,rhypo rrup,hypo_depth mag,soiltype vs30,PGA SA,Inter event Intra event Total,Id2017SSlab,"Implements the GMPE developed by Idini et al. (2017) for subduction inslab (intraslab) earthquakes, publised as:"
Idriss2014,Idriss2014,2014,Active Shallow Crust,rrup,mag rake,vs30,PGA SA,Total,I2014,"Implements GMPE developed by Idriss 2014 and published as ""An NGA-West2 Empirical Model for Estimating the Horizontal Spectral Values Generated by Shallow Crustal Earthquakes. (2014, Earthquake Spectra, Volume 30, No. 3, pages 1155 - 1177)."
Idriss2014NSHMPLower,Idriss2014NSHMPLower,2014,Active Shallow Crust,rrup,mag rake,vs30,PGA SA,Total,I2014NSHMPLower,
Idriss2014NSHMPMean,Idriss2014NSHMPMean,2014,Active Shallow Crust,rrup,mag rake,vs30,PGA SA,Total,I2014NSHMPMean,
Idriss2014NSHMPUpper,Idriss2014NSHMPUpper,2014,Active Shallow Crust,rrup,mag rake,vs30,PGA SA,Total,I2014NSHMPUpper,
JaimesEtAl2020SSlab,JaimesEtAl2020SSlab,2020,Subduction IntraSlab,rhypo rrup,hypo_depth mag,vs30,PGA PGV SA,Inter event Intra event Total,Ja2020SSlab,Implements GMPE developed by Jaimes et al. (2020) for Mexican intermediate-depth intraslab earthquake and published as:
JaimesEtAl2020SSlabVHratio,JaimesEtAl2020SSlabVHratio,2020,Subduction IntraSlab,rhypo rrup,hypo_depth mag,vs30,PGA PGV SA,Inter event Intra event Total,Ja2020SSlabVHratio,Extend :class:'JaimesEtAl2020SSlab'
JaimesEtAl2020SSlabVert,JaimesEtAl2020SSlabVert,2020,Subduction IntraSlab,rhypo rrup,hypo_depth mag,vs30,PGA PGV SA,Inter event Intra event Total,Ja2020SSlabVert,Extend :class:'JaimesEtAl2020SSlab'
KaleEtAl2015Armenia,KaleEtAl2015Armenia,2015,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Ka2015Armenia,"Adjustment of Kale et al (2015) - Turkish version, for use in Armenia"
KaleEtAl2015Iran,KaleEtAl2015Iran,2015,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Ka2015Iran,"Implements GMPE developed by O. Kale, S. Akkar, A. Ansari and H. Hamzehloo as published in ""A ground-motion predictive model for Iran and Turkey for horizontal PGA, PGV and 5%-damped response spectrum: Investigation of possible regional effects"", Bulletin of the Seismological Society of America (2015), 105(2A): 963 - 980. The class implements the equations for Joyner-Boore distance and based on manuscript provided by the original authors."
KaleEtAl2015Turkey,KaleEtAl2015Turkey,2015,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Ka2015Turkey,"Implements GMPE developed by O. Kale, S. Akkar, A. Ansari and H. Hamzehloo as published in ""A ground-motion predictive model for Iran and Turkey for horizontal PGA, PGV and 5%-damped response spectrum: Investigation of possible regional effects"", Bulletin of the Seismological Society of America (2015), 105(2A): 963 - 980. The class implements the equations for Joyner-Boore distance and based on manuscript provided by the original authors."
Kanno2006Deep,Kanno2006Deep,2006,Subduction IntraSlab,rrup,mag,vs30,PGA PGV SA,Total,K2006Deep,Implements GMPE of Kanno et al. (2006) for deep events based on data predominantly from Japan.
Kanno2006Shallow,Kanno2006Shallow,2006,Subduction Interface,rrup,mag,vs30,PGA PGV SA,Total,K2006Shallow,Implements GMPE of Kanno et al. (2006) for shallow events based on data predominantly from Japan.
KothaEtAl2016,KothaEtAl2016,2016,Active Shallow Crust,rjb,mag,vs30,PGA PGV SA,Inter event Intra event Total,Ko2016,"Implements unregionalised form of the European GMPE of: Kotha, S. R., Bindi, D. and Cotton, F. (2016) ""Partially non-ergodic region specific GMPE for Europe and the Middle-East"", Bull. Earthquake Eng. 14: 1245 - 1263"
KothaEtAl2016Armenia,KothaEtAl2016Armenia,2016,Active Shallow Crust,rjb,mag,vs30,PGA PGV SA,Inter event Intra event Total,Ko2016Armenia,Adaptation of Kotha et al. (2016) - Turkey Regionalisation - for use in Armenia
KothaEtAl2016Italy,KothaEtAl2016Italy,2016,Active Shallow Crust,rjb,mag,vs30,PGA PGV SA,Inter event Intra event Total,Ko2016Italy,Regional varient of the Kotha et al. (2016) GMPE for the Italy case
KothaEtAl2016Other,KothaEtAl2016Other,2016,Active Shallow Crust,rjb,mag,vs30,PGA PGV SA,Inter event Intra event Total,Ko2016Other,"Regional varient of the Kotha et al. (2016) GMPE for the ""Other"" case"
KothaEtAl2016Turkey,KothaEtAl2016Turkey,2016,Active Shallow Crust,rjb,mag,vs30,PGA PGV SA,Inter event Intra event Total,Ko2016Turkey,Regional varient of the Kotha et al. (2016) GMPE for the Turkey case
KothaEtAl2020,KothaEtAl2020,2020,Active Shallow Crust,rjb,hypo_depth mag,,PGA PGV SA,Inter event Intra event Total,Ko2020,"Implements the first complete version of the newly derived GMPE for Shallow Crustal regions using the Engineering Strong Motion Flatfile. Kotha, S. R., Weatherill, G., Bindi, D., Cotton F. (2020) ""A regionally- adaptable ground-motion model for shallow crustal earthquakes in Europe. Bulletin of Earthquake Engineering, 18:4091-4125 The GMPE is desiged for regional adaptation within a logic-tree framework, and as such contains several parameters that can be calibrated on input: 1) Source-region scaling, a simple scalar factor that defines how much to increase or decrease the ""regional average"" ground motion in the region. This value is taken as the maximum of the source-region variability term (tau_l2l) and the statistical uncertainty (sigma_mu). The latter defines the within-model uncertainty owing to the data set from which the model is derived and only exceeds the former at large magnitudes 2) Residual attenuation scaling ""c3"", a factor that controls the residual attenuation part of the model to make the ground motion decay more or less rapidly with distance than the regional average. Both factors are period dependent. The two adaptable factors can be controlled either by direct specification at input (in the form of an imt-dependent dictionary) or by a number of standard deviations multiplying the existing variance terms. The two approaches are mutually exclusive, with the directly specified parameters always being used if defined on input. In the core form of the GMPE no site term is included. This is added in the subclasses."
